location,year,ethanol_beer_gallons_per_capita,ethanol_wine_gallons_per_capita,ethanol_spirit_gallons_per_capita,ethanol_all_drinks_gallons_per_capita
idaho,1988,1.28,0.37,0.59,2.24
idaho,1987,1.33,0.39,0.59,2.3099999999999996
idaho,1986,1.36,0.39,0.62,2.3699999999999997
idaho,1985,1.36,0.36,0.71,2.4299999999999997
idaho,1984,1.41,0.31,0.72,2.4499999999999997
idaho,1983,1.45,0.3,0.77,2.52
idaho,1982,1.45,0.3,0.81,2.57
idaho,1981,1.54,0.32999999999999996,0.8300000000000001,2.69
idaho,1980,1.53,0.3,0.77,2.59
idaho,1979,1.51,0.27,0.8200000000000001,2.6
idaho,1978,1.46,0.25,0.7799999999999999,2.5
idaho,1977,1.47,0.22,0.7799999999999999,2.4699999999999998
illinois,2016,1.12,0.43000000000000005,0.77,2.32
illinois,2015,1.1300000000000001,0.43000000000000005,0.8,2.36
illinois,2014,1.12,0.42000000000000004,0.7799999999999999,2.32
illinois,2013,1.1300000000000001,0.42000000000000004,0.7799999999999999,2.3299999999999996
illinois,2012,1.1500000000000001,0.43000000000000005,0.77,2.36
illinois,2011,1.1900000000000002,0.41000000000000003,0.75,2.3499999999999996
illinois,2010,1.22,0.4,0.74,2.3499999999999996
illinois,2009,1.24,0.39,0.73,2.36
illinois,2008,1.23,0.38,0.74,2.34
illinois,2007,1.24,0.41000000000000003,0.74,2.38
illinois,2006,1.24,0.37,0.74,2.3499999999999996
illinois,2005,1.23,0.33999999999999997,0.71,2.29
illinois,2004,1.24,0.32,0.6699999999999999,2.22
illinois,2003,1.26,0.35,0.74,2.36
illinois,2002,1.28,0.32999999999999996,0.65,2.2600000000000002
illinois,2001,1.27,0.32,0.6799999999999999,2.2800000000000002
illinois,2000,1.28,0.32,0.63,2.24
illinois,1999,1.29,0.32999999999999996,0.6599999999999999,2.27
illinois,1998,1.27,0.33999999999999997,0.64,2.25
illinois,1997,1.26,0.35,0.65,2.2600000000000002
illinois,1996,1.27,0.35,0.6799999999999999,2.3
illinois,1995,1.3,0.32999999999999996,0.6599999999999999,2.29
illinois,1994,1.32,0.33999999999999997,0.69,2.3499999999999996
illinois,1993,1.32,0.33999999999999997,0.72,2.38
illinois,1992,1.34,0.35,0.74,2.4299999999999997
illinois,1991,1.3800000000000001,0.33999999999999997,0.76,2.48
illinois,1990,1.43,0.36,0.8200000000000001,2.62
illinois,1989,1.42,0.36,0.8500000000000001,2.63
illinois,1988,1.45,0.38,0.8700000000000001,2.7
illinois,1987,1.43,0.39,0.88,2.71
illinois,1986,1.42,0.39,0.91,2.72
illinois,1985,1.3900000000000001,0.38,0.99,2.7600000000000002
illinois,1984,1.41,0.37,1.02,2.8
illinois,1983,1.43,0.35,1.03,2.82
illinois,1982,1.42,0.35,1.07,2.84
illinois,1981,1.44,0.35,1.12,2.9099999999999997
illinois,1980,1.42,0.32999999999999996,1.23,2.9899999999999998
illinois,1979,1.42,0.32,1.1500000000000001,2.8899999999999997
illinois,1978,1.35,0.31,1.1700000000000002,2.8299999999999996
illinois,1977,1.32,0.3,1.2,2.82
indiana,2016,0.98,0.29000000000000004,0.89,2.17
indiana,2015,0.98,0.28,0.88,2.14
indiana,2014,0.98,0.27,0.8,2.05
indiana,2013,1,0.28,0.81,2.09
indiana,2012,1.02,0.28,0.7899999999999999,2.08
indiana,2011,1.02,0.27,0.73,2.02
indiana,2010,1.03,0.26,0.74,2.03
indiana,2009,1.08,0.25,0.72,2.05
indiana,2008,1.1,0.24000000000000002,0.73,2.08
indiana,2007,1.1300000000000001,0.24000000000000002,0.72,2.09
indiana,2006,1.09,0.25,0.6599999999999999,2
indiana,2005,1.11,0.22,0.6799999999999999,2.01
indiana,2004,1.1400000000000001,0.22,0.65,2.01
indiana,2003,1.11,0.21000000000000002,0.64,1.96
indiana,2002,1.1300000000000001,0.2,0.6,1.93
indiana,2001,1.1500000000000001,0.19,0.62,1.96
indiana,2000,1.1600000000000001,0.2,0.61,1.98
indiana,1999,1.1600000000000001,0.19,0.59,1.94
indiana,1998,1.1400000000000001,0.19,0.58,1.91
indiana,1997,1.09,0.18,0.59,1.85
indiana,1996,1.09,0.2,0.5700000000000001,1.86
indiana,1995,1.1400000000000001,0.2,0.58,1.92
indiana,1994,1.1500000000000001,0.2,0.59,1.94
indiana,1993,1.1500000000000001,0.19,0.64,1.98
indiana,1992,1.1600000000000001,0.2,0.58,1.95
indiana,1991,1.22,0.19,0.6,2
indiana,1990,1.26,0.2,0.63,2.09
indiana,1989,1.23,0.2,0.64,2.07
indiana,1988,1.25,0.21000000000000002,0.6699999999999999,2.13
indiana,1987,1.26,0.23,0.6699999999999999,2.16
indiana,1986,1.26,0.23,0.6699999999999999,2.17
indiana,1985,1.26,0.22,0.73,2.2
indiana,1984,1.27,0.21000000000000002,0.73,2.21
indiana,1983,1.28,0.19,0.73,2.2
indiana,1982,1.29,0.19,0.76,2.24
indiana,1981,1.29,0.18,0.7799999999999999,2.24
indiana,1980,1.26,0.17,0.77,2.21
indiana,1979,1.21,0.15000000000000002,0.7799999999999999,2.15
indiana,1978,1.1800000000000002,0.15000000000000002,0.7799999999999999,2.12
indiana,1977,1.1300000000000001,0.14,0.77,2.03
iowa,2016,1.3,0.23,0.8700000000000001,2.4
iowa,2015,1.31,0.22,0.8300000000000001,2.36
iowa,2014,1.34,0.21000000000000002,0.81,2.3699999999999997
iowa,2013,1.33,0.22,0.7899999999999999,2.34
iowa,2012,1.36,0.23,0.81,2.4
iowa,2011,1.3800000000000001,0.21000000000000002,0.7799999999999999,2.3699999999999997
iowa,2010,1.3900000000000001,0.18,0.73,2.3
iowa,2009,1.42,0.18,0.72,2.3099999999999996
iowa,2008,1.43,0.17,0.7,2.3
iowa,2007,1.41,0.17,0.6699999999999999,2.25
iowa,2006,1.3900000000000001,0.16,0.65,2.2
iowa,2005,1.4,0.16,0.61,2.16
iowa,2004,1.3900000000000001,0.16,0.5700000000000001,2.12
iowa,2003,1.3800000000000001,0.15000000000000002,0.54,2.07
iowa,2002,1.3800000000000001,0.14,0.51,2.04
iowa,2001,1.36,0.13,0.5,1.99
iowa,2000,1.35,0.13,0.5,1.98
iowa,1999,1.34,0.13,0.48000000000000004,1.95
iowa,1998,1.31,0.12000000000000001,0.46,1.9
iowa,1997,1.28,0.12000000000000001,0.45,1.85
iowa,1996,1.28,0.12000000000000001,0.45,1.85
iowa,1995,1.26,0.11,0.44,1.8
iowa,1994,1.3,0.1,0.44,1.84
iowa,1993,1.28,0.11,0.48000000000000004,1.87
iowa,1992,1.31,0.13,0.46,1.9
iowa,1991,1.32,0.16,0.52,2.01
iowa,1990,1.34,0.18,0.54,2.06
iowa,1989,1.3,0.19,0.52,2.01
iowa,1988,1.32,0.2,0.53,2.06
iowa,1987,1.34,0.22,0.59,2.14
iowa,1986,1.35,0.2,0.54,2.09
iowa,1985,1.33,0.14,0.58,2.06
iowa,1984,1.3900000000000001,0.12000000000000001,0.62,2.13
iowa,1983,1.4,0.13,0.65,2.18
iowa,1982,1.4,0.13,0.65,2.19
iowa,1981,1.44,0.13,0.69,2.2600000000000002
iowa,1980,1.41,0.13,0.71,2.25
iowa,1979,1.4,0.11,0.71,2.22
iowa,1978,1.3800000000000001,0.11,0.74,2.23
iowa,1977,1.33,0.1,0.74,2.17
kansas,2016,1.02,0.14,0.75,1.92
kansas,2015,1.03,0.14,0.74,1.91
kansas,2014,1.04,0.14,0.75,1.93
kansas,2013,0.99,0.14,0.76,1.8800000000000001
kansas,2012,1.09,0.14,0.72,1.95
kansas,2011,1.07,0.14,0.69,1.9
kansas,2010,1.1300000000000001,0.14,0.6799999999999999,1.95
kansas,2009,1.1800000000000002,0.14,0.6699999999999999,1.99
kansas,2008,1.22,0.14,0.65,2.01
kansas,2007,1.1700000000000002,0.15000000000000002,0.64,1.96
kansas,2006,1.1400000000000001,0.18,0.61,1.94
kansas,2005,1.1400000000000001,0.18,0.5700000000000001,1.8900000000000001
kansas,2004,1.1400000000000001,0.16,0.56,1.86
kansas,2003,1.1600000000000001,0.17,0.56,1.8900000000000001
kansas,2002,1.1900000000000002,0.15000000000000002,0.54,1.8800000000000001
kansas,2001,1.12,0.15000000000000002,0.53,1.8
kansas,2000,1.1300000000000001,0.15000000000000002,0.53,1.82
kansas,1999,1.12,0.15000000000000002,0.54,1.81
kansas,1998,1.08,0.13,0.54,1.76
kansas,1997,1.07,0.12000000000000001,0.48000000000000004,1.6700000000000002
kansas,1996,1.04,0.12000000000000001,0.49,1.6500000000000001
kansas,1995,1.04,0.12000000000000001,0.5,1.6600000000000001
kansas,1994,1.12,0.13,0.48000000000000004,1.73
kansas,1993,1.09,0.14,0.52,1.75
kansas,1992,1.09,0.14,0.55,1.78
kansas,1991,1.1500000000000001,0.14,0.5700000000000001,1.85
kansas,1990,1.1300000000000001,0.13,0.53,1.79
kansas,1989,1.1300000000000001,0.13,0.55,1.81
kansas,1988,1.1300000000000001,0.22,0.5700000000000001,1.92
kansas,1987,1.1400000000000001,0.17,0.5700000000000001,1.8800000000000001
kansas,1986,1.1400000000000001,0.17,0.6,1.91
kansas,1985,1.1800000000000002,0.15000000000000002,0.64,1.97
kansas,1984,1.1900000000000002,0.14,0.63,1.96
kansas,1983,1.2,0.13,0.64,1.97
kansas,1982,1.22,0.13,0.6699999999999999,2.03
kansas,1981,1.23,0.12000000000000001,0.7,2.05
kansas,1980,1.22,0.11,0.61,1.95
kansas,1979,1.1900000000000002,0.12000000000000001,0.74,2.04
kansas,1978,1.1500000000000001,0.12000000000000001,0.65,1.91
kansas,1977,1.1400000000000001,0.1,0.65,1.9
kentucky,2016,0.96,0.22,0.7899999999999999,1.98
kentucky,2015,0.99,0.22,0.76,1.97
kentucky,2014,0.9400000000000001,0.21000000000000002,0.72,1.8800000000000001
kentucky,2013,0.9500000000000001,0.2,0.7,1.85
kentucky,2012,0.97,0.2,0.7,1.87
kentucky,2011,0.9400000000000001,0.19,0.6599999999999999,1.79
kentucky,2010,1,0.18,0.6599999999999999,1.83
kentucky,2009,1.02,0.18,0.65,1.85
kentucky,2008,1.03,0.17,0.65,1.85
kentucky,2007,1.04,0.17,0.63,1.85
kentucky,2006,1.04,0.17,0.62,1.82
kentucky,2005,1.04,0.14,0.61,1.8
kentucky,2004,1.07,0.17,0.5700000000000001,1.81
kentucky,2003,1.03,0.15000000000000002,0.5700000000000001,1.75
kentucky,2002,1.08,0.14,0.54,1.77
kentucky,2001,1.04,0.12000000000000001,0.46,1.6300000000000001
kentucky,2000,1.07,0.14,0.53,1.74
kentucky,1999,1.07,0.13,0.54,1.74
kentucky,1998,1.08,0.13,0.53,1.74
kentucky,1997,1.07,0.13,0.53,1.72
kentucky,1996,1.09,0.13,0.54,1.76
kentucky,1995,1.06,0.11,0.54,1.71
kentucky,1994,1.08,0.11,0.55,1.73
kentucky,1993,1.08,0.1,0.55,1.73
kentucky,1992,1.04,0.11,0.56,1.71
kentucky,1991,1.11,0.11,0.56,1.78
kentucky,1990,1.12,0.11,0.6,1.83
kentucky,1989,1.09,0.12000000000000001,0.5700000000000001,1.79
kentucky,1988,1.1,0.12000000000000001,0.6,1.82
kentucky,1987,1.04,0.14,0.6,1.78
kentucky,1986,1.1,0.14,0.63,1.86
kentucky,1985,1.08,0.14,0.6599999999999999,1.8800000000000001
kentucky,1984,1.06,0.13,0.6799999999999999,1.87
kentucky,1983,1.1300000000000001,0.12000000000000001,0.7,1.95
kentucky,1982,1.1400000000000001,0.12000000000000001,0.72,1.99
kentucky,1981,1.1300000000000001,0.1,0.75,1.99
kentucky,1980,1.08,0.1,0.73,1.91
kentucky,1979,1.07,0.09,0.75,1.91
kentucky,1978,1.04,0.09,0.75,1.8800000000000001
kentucky,1977,1.1600000000000001,0.09,0.73,1.98
louisiana,2016,1.25,0.33999999999999997,1,2.59
louisiana,2015,1.27,0.32999999999999996,0.98,2.59
louisiana,2014,1.3,0.32999999999999996,0.9500000000000001,2.58
louisiana,2013,1.34,0.32,0.93,2.58
louisiana,2012,1.3800000000000001,0.32,0.9,2.59
louisiana,2011,1.3900000000000001,0.3,0.88,2.57
louisiana,2010,1.42,0.28,0.8400000000000001,2.55
louisiana,2009,1.5,0.28,0.8500000000000001,2.63
louisiana,2008,1.55,0.26,0.8300000000000001,2.64
louisiana,2007,1.57,0.27,0.81,2.66
louisiana,2006,1.59,0.25,0.7799999999999999,2.63
louisiana,2005,1.47,0.24000000000000002,0.71,2.4099999999999997
louisiana,2004,1.3800000000000001,0.26,0.73,2.36
louisiana,2003,1.41,0.25,0.72,2.38
louisiana,2002,1.32,0.24000000000000002,0.7,2.2600000000000002
louisiana,2001,1.49,0.23,0.69,2.4099999999999997
louisiana,2000,1.51,0.22,0.7,2.44
louisiana,1999,1.52,0.24000000000000002,0.69,2.4499999999999997
louisiana,1998,1.48,0.23,0.7,2.4
louisiana,1997,1.51,0.23,0.71,2.44
louisiana,1996,1.52,0.22,0.72,2.46
louisiana,1995,1.51,0.21000000000000002,0.73,2.46
louisiana,1994,1.45,0.21000000000000002,0.73,2.3899999999999997
louisiana,1993,1.53,0.21000000000000002,0.72,2.4699999999999998
louisiana,1992,1.55,0.22,0.74,2.51
louisiana,1991,1.52,0.21000000000000002,0.73,2.46
louisiana,1990,1.53,0.23,0.7799999999999999,2.54
louisiana,1989,1.47,0.24000000000000002,0.74,2.4499999999999997
louisiana,1988,1.49,0.24000000000000002,0.71,2.44
louisiana,1987,1.4,0.25,0.77,2.4099999999999997
louisiana,1986,1.42,0.26,0.7899999999999999,2.4699999999999998
louisiana,1985,1.37,0.28,0.8700000000000001,2.52
louisiana,1984,1.42,0.29000000000000004,0.9500000000000001,2.66
louisiana,1983,1.44,0.31,1.03,2.77
louisiana,1982,1.49,0.3,1,2.7800000000000002
louisiana,1981,1.49,0.28,1.02,2.79
louisiana,1980,1.4,0.27,1.03,2.7
louisiana,1979,1.32,0.25,1.04,2.61
louisiana,1978,1.32,0.25,1.04,2.6
louisiana,1977,1.27,0.25,1,2.51
maine,2016,1.36,0.44,1.01,2.8099999999999996
maine,2015,1.37,0.44,0.97,2.7800000000000002
maine,2014,1.36,0.42000000000000004,0.93,2.71
maine,2013,1.36,0.42000000000000004,0.91,2.69
maine,2012,1.34,0.42000000000000004,0.89,2.65
maine,2011,1.31,0.42000000000000004,0.8700000000000001,2.6
maine,2010,1.3,0.42000000000000004,0.8400000000000001,2.56
maine,2009,1.31,0.42000000000000004,0.8200000000000001,2.55
maine,2008,1.33,0.42000000000000004,0.81,2.56
maine,2007,1.35,0.42000000000000004,0.8,2.57
maine,2006,1.34,0.42000000000000004,0.7799999999999999,2.54
maine,2005,1.34,0.41000000000000003,0.77,2.52
maine,2004,1.26,0.41000000000000003,0.76,2.44
maine,2003,1.25,0.4,0.74,2.3899999999999997
maine,2002,1.23,0.4,0.7,2.3299999999999996
maine,2001,1.21,0.37,0.7,2.2800000000000002
maine,2000,1.1700000000000002,0.38,0.6799999999999999,2.23
maine,1999,1.1600000000000001,0.36,0.69,2.21
maine,1998,1.1400000000000001,0.32999999999999996,0.69,2.16
maine,1997,1.1600000000000001,0.32,0.6799999999999999,2.16
maine,1996,1.21,0.32,0.69,2.22
maine,1995,1.1400000000000001,0.28,0.7,2.12
maine,1994,1.1300000000000001,0.27,0.77,2.18
maine,1993,1.1500000000000001,0.29000000000000004,0.7899999999999999,2.22
maine,1992,1.1600000000000001,0.29000000000000004,0.7799999999999999,2.23
maine,1991,1.1800000000000002,0.3,0.77,2.25
maine,1990,1.21,0.31,0.8200000000000001,2.34
maine,1989,1.26,0.33999999999999997,0.8600000000000001,2.46
maine,1988,1.29,0.36,0.91,2.55
maine,1987,1.27,0.38,0.91,2.56
maine,1986,1.29,0.36,0.92,2.57
maine,1985,1.29,0.32999999999999996,0.9400000000000001,2.56
maine,1984,1.25,0.31,1.02,2.57
maine,1983,1.32,0.29000000000000004,1.03,2.64
maine,1982,1.3,0.3,1.02,2.62
maine,1981,1.24,0.28,1.05,2.57
maine,1980,1.32,0.28,1.06,2.66
maine,1979,1.27,0.27,1.05,2.59
maine,1978,1.28,0.26,1.03,2.57
maine,1977,1.35,0.23,1.02,2.6
maryland,2016,0.8300000000000001,0.4,0.92,2.15
maryland,2015,0.8500000000000001,0.39,0.9,2.14
maryland,2014,0.8600000000000001,0.39,0.9,2.15
maryland,2013,0.88,0.39,0.9,2.17
maryland,2012,0.91,0.39,0.9,2.2
maryland,2011,0.92,0.39,0.89,2.19
maryland,2010,0.9400000000000001,0.38,0.89,2.21
maryland,2009,0.96,0.36,0.8600000000000001,2.19
maryland,2008,0.99,0.36,0.8400000000000001,2.19
maryland,2007,1.01,0.36,0.8400000000000001,2.2
maryland,2006,1.01,0.33999999999999997,0.8300000000000001,2.18
maryland,2005,1.02,0.33999999999999997,0.81,2.16
maryland,2004,1.03,0.32999999999999996,0.7899999999999999,2.15
maryland,2003,1.03,0.32,0.77,2.12
maryland,2002,1.06,0.31,0.76,2.12
maryland,2001,1.06,0.3,0.75,2.11
maryland,2000,1.04,0.3,0.75,2.09
maryland,1999,1.04,0.3,0.74,2.08
maryland,1998,1.05,0.3,0.73,2.08
maryland,1997,1.08,0.29000000000000004,0.73,2.11
maryland,1996,1.05,0.29000000000000004,0.74,2.08
maryland,1995,1.06,0.28,0.74,2.09
maryland,1994,1.09,0.28,0.7799999999999999,2.15
maryland,1993,1.1,0.28,0.8,2.19
maryland,1992,1.11,0.29000000000000004,0.8600000000000001,2.2600000000000002
maryland,1991,1.1500000000000001,0.3,0.89,2.3299999999999996
maryland,1990,1.22,0.32999999999999996,0.96,2.51
maryland,1989,1.2,0.33999999999999997,0.97,2.52
maryland,1988,1.24,0.36,1,2.6
maryland,1987,1.28,0.38,1.06,2.71
maryland,1986,1.28,0.38,1.07,2.73
maryland,1985,1.3,0.36,1.1400000000000001,2.8
maryland,1984,1.31,0.36,1.1700000000000002,2.84
maryland,1983,1.34,0.35,1.2,2.8899999999999997
maryland,1982,1.27,0.32,1.1600000000000001,2.7600000000000002
maryland,1981,1.3900000000000001,0.33999999999999997,1.33,3.06
maryland,1980,1.41,0.32999999999999996,1.35,3.08
maryland,1979,1.43,0.31,1.3900000000000001,3.13
maryland,1978,1.4,0.31,1.3800000000000001,3.09
maryland,1977,1.36,0.3,1.3800000000000001,3.05
massachusetts,2016,0.9500000000000001,0.65,0.97,2.57
massachusetts,2015,0.97,0.65,0.91,2.52
massachusetts,2014,0.98,0.6599999999999999,0.91,2.55
massachusetts,2013,1,0.6599999999999999,0.89,2.56
massachusetts,2012,1.03,0.65,0.88,2.57
massachusetts,2011,1.02,0.64,0.88,2.54
massachusetts,2010,1.04,0.62,0.8400000000000001,2.5
massachusetts,2009,1.03,0.62,0.8500000000000001,2.4899999999999998
massachusetts,2008,1.08,0.62,0.8400000000000001,2.54
massachusetts,2007,1.11,0.62,0.8700000000000001,2.59
massachusetts,2006,1.1,0.61,0.8500000000000001,2.56
massachusetts,2005,1.07,0.59,0.8500000000000001,2.51
massachusetts,2004,1.1,0.58,0.8400000000000001,2.52
massachusetts,2003,1.1,0.56,0.8200000000000001,2.4899999999999998
massachusetts,2002,1.1300000000000001,0.54,0.8,2.4699999999999998
massachusetts,2001,1.1300000000000001,0.52,0.7899999999999999,2.44
massachusetts,2000,1.1600000000000001,0.51,0.8700000000000001,2.55
massachusetts,1999,1.09,0.51,0.7899999999999999,2.3899999999999997
massachusetts,1998,1.1400000000000001,0.5,0.75,2.3899999999999997
massachusetts,1997,1.1300000000000001,0.49,0.76,2.3899999999999997
massachusetts,1996,1.11,0.48000000000000004,0.77,2.3499999999999996
massachusetts,1995,1.1300000000000001,0.44,0.7799999999999999,2.3499999999999996
massachusetts,1994,1.1400000000000001,0.44,0.8,2.38
massachusetts,1993,1.1400000000000001,0.44,0.8,2.38
massachusetts,1992,1.12,0.44,0.8200000000000001,2.38
massachusetts,1991,1.1900000000000002,0.43000000000000005,0.8700000000000001,2.4899999999999998
massachusetts,1990,1.22,0.45,0.97,2.63
massachusetts,1989,1.24,0.46,1,2.7
massachusetts,1988,1.27,0.49,1.05,2.8099999999999996
massachusetts,1987,1.27,0.5,1.11,2.88
massachusetts,1986,1.29,0.52,1.11,2.92
massachusetts,1985,1.28,0.5,1.1900000000000002,2.9699999999999998
massachusetts,1984,1.29,0.5,1.23,3.02
massachusetts,1983,1.36,0.49,1.2,3.05
massachusetts,1982,1.35,0.5,1.22,3.07
massachusetts,1981,1.44,0.49,1.24,3.17
massachusetts,1980,1.46,0.45,1.26,3.18
massachusetts,1979,1.4,0.43000000000000005,1.24,3.07
massachusetts,1978,1.3800000000000001,0.41000000000000003,1.26,3.05
massachusetts,1977,1.35,0.37,1.25,2.9699999999999998
michigan,2016,1.04,0.39,0.91,2.34
michigan,2015,0.99,0.37,0.89,2.25
michigan,2014,1.05,0.39,0.88,2.32
michigan,2013,1.02,0.37,0.8500000000000001,2.24
michigan,2012,1.08,0.35,0.8400000000000001,2.27
michigan,2011,1.07,0.35,0.8300000000000001,2.25
michigan,2010,1.09,0.32999999999999996,0.81,2.23
michigan,2009,1.11,0.32,0.8,2.23
michigan,2008,1.1300000000000001,0.3,0.7899999999999999,2.22
michigan,2007,1.1300000000000001,0.3,0.77,2.19
michigan,2006,1.1300000000000001,0.29000000000000004,0.76,2.18
michigan,2005,1.1500000000000001,0.28,0.74,2.16
michigan,2004,1.1600000000000001,0.27,0.72,2.15
michigan,2003,1.1700000000000002,0.28,0.72,2.17
michigan,2002,1.1900000000000002,0.25,0.69,2.13
michigan,2001,1.1800000000000002,0.23,0.6799999999999999,2.09
michigan,2000,1.2,0.24000000000000002,0.6799999999999999,2.13
michigan,1999,1.2,0.24000000000000002,0.6699999999999999,2.11
michigan,1998,1.2,0.22,0.6799999999999999,2.1
michigan,1997,1.1900000000000002,0.22,0.6599999999999999,2.07
michigan,1996,1.22,0.22,0.6599999999999999,2.09
michigan,1995,1.2,0.19,0.6599999999999999,2.06
michigan,1994,1.23,0.2,0.6699999999999999,2.1
michigan,1993,1.26,0.2,0.72,2.18
michigan,1992,1.26,0.22,0.74,2.21
michigan,1991,1.3,0.22,0.74,2.2600000000000002
michigan,1990,1.33,0.28,0.8,2.42
michigan,1989,1.29,0.3,0.8,2.3899999999999997
michigan,1988,1.32,0.32,0.8400000000000001,2.48
michigan,1987,1.32,0.32999999999999996,0.8500000000000001,2.51
michigan,1986,1.33,0.32999999999999996,0.9,2.57
michigan,1985,1.31,0.32,0.96,2.59
michigan,1984,1.33,0.31,0.98,2.61
michigan,1983,1.36,0.28,0.98,2.62
michigan,1982,1.35,0.39,0.99,2.73
michigan,1981,1.34,0.29000000000000004,1,2.63
michigan,1980,1.34,0.28,1.02,2.65
michigan,1979,1.36,0.25,1.03,2.65
michigan,1978,1.43,0.25,1.05,2.74
michigan,1977,1.45,0.24000000000000002,1.02,2.71
minnesota,2016,1.1500000000000001,0.44,1.1700000000000002,2.77
minnesota,2015,1.1600000000000001,0.43000000000000005,1.1400000000000001,2.73
minnesota,2014,1.1400000000000001,0.44,1.23,2.8099999999999996
minnesota,2013,1.1300000000000001,0.43000000000000005,1.1600000000000001,2.72
minnesota,2012,1.1800000000000002,0.42000000000000004,1.11,2.71
minnesota,2011,1.1300000000000001,0.33999999999999997,0.99,2.4699999999999998
minnesota,2010,1.1400000000000001,0.32999999999999996,0.97,2.44
minnesota,2009,1.1900000000000002,0.37,1.04,2.59
minnesota,2008,1.21,0.36,1.03,2.6
minnesota,2007,1.23,0.36,1.01,2.6
minnesota,2006,1.1500000000000001,0.32,0.93,2.4
minnesota,2005,1.1800000000000002,0.32999999999999996,0.97,2.48
minnesota,2004,1.24,0.31,0.9400000000000001,2.5
minnesota,2003,1.22,0.29000000000000004,0.91,2.4299999999999997
minnesota,2002,1.26,0.28,0.88,2.4099999999999997
minnesota,2001,1.25,0.26,0.88,2.3899999999999997
minnesota,2000,1.24,0.26,0.8700000000000001,2.3699999999999997
minnesota,1999,1.23,0.27,0.8600000000000001,2.36
minnesota,1998,1.1600000000000001,0.27,0.8400000000000001,2.27
minnesota,1997,1.2,0.27,0.8400000000000001,2.3099999999999996
minnesota,1996,1.23,0.26,0.8300000000000001,2.3099999999999996
minnesota,1995,1.29,0.25,0.8300000000000001,2.38
minnesota,1994,1.27,0.25,0.8300000000000001,2.3499999999999996
minnesota,1993,1.24,0.24000000000000002,0.8400000000000001,2.3299999999999996
minnesota,1992,1.25,0.25,0.8500000000000001,2.3499999999999996
minnesota,1991,1.3,0.24000000000000002,0.81,2.3499999999999996
minnesota,1990,1.32,0.27,0.96,2.55
minnesota,1989,1.29,0.27,0.89,2.46
minnesota,1988,1.31,0.3,0.9,2.51
minnesota,1987,1.32,0.32,0.9400000000000001,2.58
minnesota,1986,1.31,0.33999999999999997,0.93,2.57
minnesota,1985,1.31,0.31,1.06,2.68
minnesota,1984,1.34,0.28,1.07,2.69
minnesota,1983,1.3800000000000001,0.27,1.1,2.74
minnesota,1982,1.37,0.27,1.11,2.75
minnesota,1981,1.3900000000000001,0.27,1.1800000000000002,2.84
minnesota,1980,1.3900000000000001,0.26,1.2,2.8499999999999996
minnesota,1979,1.36,0.24000000000000002,1.1700000000000002,2.77
minnesota,1978,1.32,0.23,1.1600000000000001,2.71
minnesota,1977,1.31,0.21000000000000002,1.1600000000000001,2.67
mississippi,2016,1.28,0.17,0.77,2.23
mississippi,2015,1.31,0.17,0.77,2.24
mississippi,2014,1.32,0.16,0.75,2.23
mississippi,2013,1.35,0.16,0.73,2.24
mississippi,2012,1.37,0.16,0.71,2.24
mississippi,2011,1.36,0.16,0.71,2.22
mississippi,2010,1.37,0.15000000000000002,0.7,2.22
mississippi,2009,1.41,0.15000000000000002,0.7,2.2600000000000002
mississippi,2008,1.44,0.15000000000000002,0.7,2.2800000000000002
mississippi,2007,1.45,0.14,0.6799999999999999,2.2600000000000002
mississippi,2006,1.43,0.13,0.6699999999999999,2.23
mississippi,2005,1.4,0.13,0.65,2.18
mississippi,2004,1.3800000000000001,0.13,0.63,2.14
mississippi,2003,1.3800000000000001,0.12000000000000001,0.63,2.13
mississippi,2002,1.41,0.12000000000000001,0.61,2.13
mississippi,2001,1.4,0.11,0.6,2.11
mississippi,2000,1.43,0.11,0.61,2.14
mississippi,1999,1.42,0.11,0.61,2.14
mississippi,1998,1.3900000000000001,0.09,0.59,2.08
mississippi,1997,1.3900000000000001,0.09,0.61,2.09
mississippi,1996,1.42,0.1,0.62,2.14
mississippi,1995,1.37,0.1,0.61,2.09
mississippi,1994,1.28,0.08,0.63,2
mississippi,1993,1.37,0.1,0.63,2.11
mississippi,1992,1.35,0.09,0.63,2.08
mississippi,1991,1.32,0.09,0.64,2.05
mississippi,1990,1.34,0.09,0.65,2.08
mississippi,1989,1.28,0.09,0.6599999999999999,2.04
mississippi,1988,1.3,0.09,0.6699999999999999,2.06
mississippi,1987,1.28,0.09,0.6599999999999999,2.04
mississippi,1986,1.28,0.1,0.69,2.07
mississippi,1985,1.22,0.1,0.74,2.07
mississippi,1984,1.2,0.11,0.77,2.08
mississippi,1983,1.2,0.11,0.8,2.1
mississippi,1982,1.1800000000000002,0.11,0.81,2.1
mississippi,1981,1.1900000000000002,0.11,0.8400000000000001,2.13
mississippi,1980,1.1300000000000001,0.1,0.8600000000000001,2.09
mississippi,1979,1.1,0.09,0.81,2
mississippi,1978,1.11,0.1,0.88,2.09
mississippi,1977,1.04,0.1,0.8300000000000001,1.98
missouri,2016,1.1500000000000001,0.38,0.96,2.4899999999999998
missouri,2015,1.1700000000000002,0.39,0.97,2.53
missouri,2014,1.1600000000000001,0.36,0.88,2.4
missouri,2013,1.1900000000000002,0.36,0.89,2.44
