REGION,DIVISION,STATE,NAME,SEX,ORIGIN,RACE,ESTIMATESBASE2000,POPESTIMATE2000,POPESTIMATE2001,POPESTIMATE2002,POPESTIMATE2003,POPESTIMATE2004,POPESTIMATE2005,POPESTIMATE2006,POPESTIMATE2007,POPESTIMATE2008,POPESTIMATE2009,CENSUS2010POP,POPESTIMATE2010
3,5,12,Florida,2,0,0,8184737,8217314,8372776,8541734,8697573,8902447,9117950,9280080,9378587,9465279,9534289,9611955,9631326
3,5,12,Florida,2,0,1,6656526,6680008,6780422,6891571,6992080,7130472,7272775,7368195,7419612,7460950,7491962,7537932,7551744
3,5,12,Florida,2,0,2,1261261,1266671,1302318,1339081,1373443,1415758,1462391,1504016,1530986,1557817,1579366,1597471,1600568
3,5,12,Florida,2,0,3,28339,28484,30566,32332,33915,35422,36942,38826,40144,41150,41791,42384,42576
3,5,12,Florida,2,0,4,148532,150516,160195,171365,182350,195497,210410,223412,233198,241588,248765,254718,256116
3,5,12,Florida,2,0,5,5238,5330,5648,5995,6414,6918,7640,8160,8510,8914,9063,9166,9239
3,5,12,Florida,2,0,6,84841,86305,93627,101390,109371,118380,127792,137471,146137,154860,163342,170284,171083
3,5,12,Florida,2,1,0,6842067,6856727,6938323,7029410,7110174,7228110,7346601,7411926,7429359,7443284,7450101,7475007,7480105
3,5,12,Florida,2,1,1,5390414,5397254,5431270,5472003,5505142,5566045,5624553,5636295,5617320,5595223,5571602,5570337,5570823
3,5,12,Florida,2,1,2,1209601,1214388,1246031,1278724,1308961,1345770,1383926,1417792,1438996,1460974,1479049,1494510,1496870
3,5,12,Florida,2,1,3,21221,21241,21846,22448,22853,23442,23918,24173,24140,24198,23908,23942,24034
3,5,12,Florida,2,1,4,144381,146282,155621,166432,177034,189593,203670,215988,225245,233194,239994,245786,247125
3,5,12,Florida,2,1,5,3656,3699,3935,4137,4361,4635,4942,5132,5244,5391,5494,5556,5600
3,5,12,Florida,2,1,6,72794,73863,79620,85666,91823,98625,105592,112546,118414,124304,130054,134876,135653
3,5,12,Florida,2,2,0,1342670,1360587,1434453,1512324,1587399,1674337,1771349,1868154,1949228,2021995,2084188,2136948,2151221
3,5,12,Florida,2,2,1,1266112,1282754,1349152,1419568,1486938,1564427,1648222,1731900,1802292,1865727,1920360,1967595,1980921
3,5,12,Florida,2,2,2,51660,52283,56287,60357,64482,69988,78465,86224,91990,96843,100317,102961,103698
3,5,12,Florida,2,2,3,7118,7243,8720,9884,11062,11980,13024,14653,16004,16952,17883,18442,18542
3,5,12,Florida,2,2,4,4151,4234,4574,4933,5316,5904,6740,7424,7953,8394,8771,8932,8991
3,5,12,Florida,2,2,5,1582,1631,1713,1858,2053,2283,2698,3028,3266,3523,3569,3610,3639
3,5,12,Florida,2,2,6,12047,12442,14007,15724,17548,19755,22200,24925,27723,30556,33288,35408,35430
3,5,13,Georgia,0,0,0,8186653,8227303,8377038,8508256,8622793,8769252,8925922,9155813,9349988,9504843,9620846,9687653,9712587
3,5,13,Georgia,0,0,1,5535237,5556989,5626978,5682323,5728088,5788756,5854820,5953097,6035687,6094787,6128558,6144931,6156314
3,5,13,Georgia,0,0,2,2370827,2384774,2439572,2490704,2536506,2596632,2660022,2759169,2840424,2906606,2962318,2993927,3003873
3,5,13,Georgia,0,0,3,24013,24509,26742,29021,31034,33319,35478,38307,40788,43712,46412,48599,48880
3,5,13,Georgia,0,0,4,178391,181306,195366,209316,222292,236110,252126,270446,286636,301790,314377,323459,325573
3,5,13,Georgia,0,0,5,5301,5392,5856,6406,6775,7284,7632,8287,8801,9301,9965,10454,10528
3,5,13,Georgia,0,0,6,72884,74333,82524,90486,98098,107151,115844,126507,137652,148647,159216,166283,167419
3,5,13,Georgia,0,1,0,7751426,7785727,7892910,7984971,8062660,8166678,8278963,8456150,8598820,8709842,8790441,8833964,8852692
3,5,13,Georgia,0,1,1,5144857,5161651,5195757,5219133,5234969,5261067,5291045,5346493,5388079,5415515,5425952,5427133,5433271
3,5,13,Georgia,0,1,2,2341977,2355363,2407426,2455646,2498460,2554810,2614226,2708272,2784152,2843924,2893337,2921236,2930586
3,5,13,Georgia,0,1,3,18095,18158,18675,19030,19274,19707,19987,20652,21005,21247,21526,21603,21712
3,5,13,Georgia,0,1,4,175561,178427,192108,205684,218378,231893,247512,265386,281081,295660,307768,316685,318750
3,5,13,Georgia,0,1,5,3449,3492,3693,3878,4004,4285,4383,4783,4924,5152,5411,5450,5487
3,5,13,Georgia,0,1,6,67487,68636,75251,81600,87575,94916,101810,110564,119579,128344,136447,141857,142886
3,5,13,Georgia,0,2,0,435227,441576,484128,523285,560133,602574,646959,699663,751168,795001,830405,853689,859895
3,5,13,Georgia,0,2,1,390380,395338,431221,463190,493119,527689,563775,606604,647608,679272,702606,717798,723043
3,5,13,Georgia,0,2,2,28850,29411,32146,35058,38046,41822,45796,50897,56272,62682,68981,72691,73287
3,5,13,Georgia,0,2,3,5918,6351,8067,9991,11760,13612,15491,17655,19783,22465,24886,26996,27168
3,5,13,Georgia,0,2,4,2830,2879,3258,3632,3914,4217,4614,5060,5555,6130,6609,6774,6823
3,5,13,Georgia,0,2,5,1852,1900,2163,2528,2771,2999,3249,3504,3877,4149,4554,5004,5041
3,5,13,Georgia,0,2,6,5397,5697,7273,8886,10523,12235,14034,15943,18073,20303,22769,24426,24533
3,5,13,Georgia,1,0,0,4027209,4047070,4120876,4180322,4227841,4305728,4370659,4485207,4572416,4647859,4703090,4729171,4742276
3,5,13,Georgia,1,0,1,2768972,2779996,2815708,2840895,2858546,2893510,2919368,2971121,3008208,3037468,3053842,3057622,3063856
3,5,13,Georgia,1,0,2,1118722,1125200,1151178,1173615,1192682,1223138,1249289,1296392,1331949,1363719,1389719,1402983,1408012
3,5,13,Georgia,1,0,3,13061,13306,14356,15515,16466,17701,18726,20104,21617,23179,24651,25938,26101
3,5,13,Georgia,1,0,4,87677,89058,95786,102407,108589,115159,122900,131706,139351,146531,152569,156715,157763
3,5,13,Georgia,1,0,5,2962,3004,3293,3590,3712,4009,4167,4514,4770,5064,5312,5620,5658
3,5,13,Georgia,1,0,6,35815,36506,40555,44300,47846,52211,56209,61370,66521,71898,76997,80293,80886
3,5,13,Georgia,1,1,0,3768924,3785260,3837383,3877404,3907519,3963563,4007685,4096351,4159107,4213857,4252886,4268721,4278384
3,5,13,Georgia,1,1,1,2534619,2542821,2560375,2569665,2573386,2590617,2599932,2630747,2648880,2663728,2670017,2667772,2671077
3,5,13,Georgia,1,1,2,1104026,1110221,1134762,1155912,1173529,1202020,1226222,1270729,1303642,1332087,1354971,1366504,1371224
3,5,13,Georgia,1,1,3,9346,9369,9507,9626,9650,9912,9940,10217,10414,10533,10609,10635,10696
3,5,13,Georgia,1,1,4,86121,87474,93994,100438,106466,112862,120381,128982,136383,143288,149112,153114,154136
3,5,13,Georgia,1,1,5,1817,1838,1971,2052,2065,2245,2230,2510,2533,2669,2798,2843,2859
3,5,13,Georgia,1,1,6,32995,33537,36774,39711,42423,45907,48980,53166,57255,61552,65379,67853,68392
3,5,13,Georgia,1,2,0,258285,261810,283493,302918,320322,342165,362974,388856,413309,434002,450204,460450,463892
3,5,13,Georgia,1,2,1,234353,237175,255333,271230,285160,302893,319436,340374,359328,373740,383825,389850,392779
3,5,13,Georgia,1,2,2,14696,14979,16416,17703,19153,21118,23067,25663,28307,31632,34748,36479,36788
3,5,13,Georgia,1,2,3,3715,3937,4849,5889,6816,7789,8786,9887,11203,12646,14042,15303,15405
3,5,13,Georgia,1,2,4,1556,1584,1792,1969,2123,2297,2519,2724,2968,3243,3457,3601,3627
3,5,13,Georgia,1,2,5,1145,1166,1322,1538,1647,1764,1937,2004,2237,2395,2514,2777,2799
3,5,13,Georgia,1,2,6,2820,2969,3781,4589,5423,6304,7229,8204,9266,10346,11618,12440,12494
3,5,13,Georgia,2,0,0,4159444,4180233,4256162,4327934,4394952,4463524,4555263,4670606,4777572,4856984,4917756,4958482,4970311
3,5,13,Georgia,2,0,1,2766265,2776993,2811270,2841428,2869542,2895246,2935452,2981976,3027479,3057319,3074716,3087309,3092458
3,5,13,Georgia,2,0,2,1252105,1259574,1288394,1317089,1343824,1373494,1410733,1462777,1508475,1542887,1572599,1590944,1595861
3,5,13,Georgia,2,0,3,10952,11203,12386,13506,14568,15618,16752,18203,19171,20533,21761,22661,22779
3,5,13,Georgia,2,0,4,90714,92248,99580,106909,113703,120951,129226,138740,147285,155259,161808,166744,167810
3,5,13,Georgia,2,0,5,2339,2388,2563,2816,3063,3275,3465,3773,4031,4237,4653,4834,4870
3,5,13,Georgia,2,0,6,37069,37827,41969,46186,50252,54940,59635,65137,71131,76749,82219,85990,86533
3,5,13,Georgia,2,1,0,3982502,4000467,4055527,4107567,4155141,4203115,4271278,4359799,4439713,4495985,4537555,4565243,4574308
3,5,13,Georgia,2,1,1,2610238,2618830,2635382,2649468,2661583,2670450,2691113,2715746,2739199,2751787,2755935,2759361,2762194
3,5,13,Georgia,2,1,2,1237951,1245142,1272664,1299734,1324931,1352790,1388004,1437543,1480510,1511837,1538366,1554732,1559362
3,5,13,Georgia,2,1,3,8749,8789,9168,9404,9624,9795,10047,10435,10591,10714,10917,10968,11016
3,5,13,Georgia,2,1,4,89440,90953,98114,105246,111912,119031,127131,136404,144698,152372,158656,163571,164614
3,5,13,Georgia,2,1,5,1632,1654,1722,1826,1939,2040,2153,2273,2391,2483,2613,2607,2628
3,5,13,Georgia,2,1,6,34492,35099,38477,41889,45152,49009,52830,57398,62324,66792,71068,74004,74494
3,5,13,Georgia,2,2,0,176942,179766,200635,220367,239811,260409,283985,310807,337859,360999,380201,393239,396003
3,5,13,Georgia,2,2,1,156027,158163,175888,191960,207959,224796,244339,266230,288280,305532,318781,327948,330264
3,5,13,Georgia,2,2,2,14154,14432,15730,17355,18893,20704,22729,25234,27965,31050,34233,36212,36499
3,5,13,Georgia,2,2,3,2203,2414,3218,4102,4944,5823,6705,7768,8580,9819,10844,11693,11763
3,5,13,Georgia,2,2,4,1274,1295,1466,1663,1791,1920,2095,2336,2587,2887,3152,3173,3196
3,5,13,Georgia,2,2,5,707,734,841,990,1124,1235,1312,1500,1640,1754,2040,2227,2242
3,5,13,Georgia,2,2,6,2577,2728,3492,4297,5100,5931,6805,7739,8807,9957,11151,11986,12039
4,9,15,Hawaii,0,0,0,1211497,1213519,1225948,1239613,1251154,1273569,1292729,1309731,1315675,1332213,1346717,1360301,1363621
4,9,15,Hawaii,0,0,1,313670,311643,317697,323116,325671,331483,338640,344813,341883,345948,347116,349051,348713
4,9,15,Hawaii,0,0,2,23334,22938,24966,26235,25480,24511,25064,24767,23364,23180,22995,22473,22654
4,9,15,Hawaii,0,0,3,3835,3684,4129,4403,4579,4692,4844,5043,4957,5025,5138,4960,5144
4,9,15,Hawaii,0,0,4,510840,512959,512276,512808,514417,520052,522108,523840,524348,526334,528867,531633,534212
4,9,15,Hawaii,0,0,5,115966,116469,118092,120131,122484,125650,128237,130347,132417,134645,136533,138292,138679
4,9,15,Hawaii,0,0,6,243852,245826,248788,252920,258523,267181,273836,280921,288706,297081,306068,313892,314219
4,9,15,Hawaii,0,1,0,1123794,1125530,1134502,1144570,1153482,1172183,1188072,1201408,1204528,1216882,1227612,1239459,1242620
4,9,15,Hawaii,0,1,1,282401,280521,284829,288799,290704,295876,302106,307414,304847,308150,308699,310756,310188
4,9,15,Hawaii,0,1,2,21132,20778,22761,23951,23217,22226,22623,22332,20960,20723,20470,20075,20175
4,9,15,Hawaii,0,1,3,2609,2471,2767,2894,2981,3033,3118,3184,3061,3034,2990,2854,2965
4,9,15,Hawaii,0,1,4,498254,500296,499243,499386,500688,505819,507674,509062,509326,510902,513164,515935,518433
4,9,15,Hawaii,0,1,5,109735,110210,111385,112972,115003,117798,120028,121859,123477,125424,127267,129233,129586
4,9,15,Hawaii,0,1,6,209663,211254,213517,216568,220889,227431,232523,237557,242857,248649,255022,260606,261273
4,9,15,Hawaii,0,2,0,87703,87989,91446,95043,97672,101386,104657,108323,111147,115331,119105,120842,121001
4,9,15,Hawaii,0,2,1,31269,31122,32868,34317,34967,35607,36534,37399,37036,37798,38417,38295,38525
4,9,15,Hawaii,0,2,2,2202,2160,2205,2284,2263,2285,2441,2435,2404,2457,2525,2398,2479
4,9,15,Hawaii,0,2,3,1226,1213,1362,1509,1598,1659,1726,1859,1896,1991,2148,2106,2179
4,9,15,Hawaii,0,2,4,12586,12663,13033,13422,13729,14233,14434,14778,15022,15432,15703,15698,15779
4,9,15,Hawaii,0,2,5,6231,6259,6707,7159,7481,7852,8209,8488,8940,9221,9266,9059,9093
4,9,15,Hawaii,0,2,6,34189,34572,35271,36352,37634,39750,41313,43364,45849,48432,51046,53286,52946
4,9,15,Hawaii,1,0,0,608651,610025,616759,623421,627401,636705,647916,657380,658490,666900,673642,681243,682892
4,9,15,Hawaii,1,0,1,168661,167880,171843,175150,175448,177536,182531,186385,183740,186265,186342,187888,187749
4,9,15,Hawaii,1,0,2,14236,14078,15186,15762,15117,14320,14911,14882,14030,14021,14000,13785,13873
4,9,15,Hawaii,1,0,3,2027,1956,2162,2312,2365,2436,2558,2681,2588,2648,2698,2649,2745
4,9,15,Hawaii,1,0,4,242751,243769,242803,242490,242783,244843,245547,245991,245825,246352,247283,248581,249801
4,9,15,Hawaii,1,0,5,58398,58668,59569,60635,61841,63423,64914,66160,67184,68324,69380,70357,70560
4,9,15,Hawaii,1,0,6,122578,123674,125196,127072,129847,134147,137455,141281,145123,149290,153939,157983,158164
4,9,15,Hawaii,1,1,0,564351,565537,570259,574888,577747,585254,594824,602198,602253,608558,613603,620159,621702
4,9,15,Hawaii,1,1,1,151900,151146,154032,156418,156547,158394,162809,166205,164046,166205,166196,167804,167538
4,9,15,Hawaii,1,1,2,13077,12937,14031,14573,13919,13135,13671,13603,12749,12732,12633,12514,12571
4,9,15,Hawaii,1,1,3,1363,1295,1437,1477,1527,1554,1632,1686,1602,1590,1572,1505,1558
4,9,15,Hawaii,1,1,4,236692,237672,236478,235984,236114,237917,238558,238831,238518,238889,239664,240903,242084
4,9,15,Hawaii,1,1,5,55314,55574,56238,57069,58125,59542,60841,61866,62663,63671,64699,65757,65938
4,9,15,Hawaii,1,1,6,106005,106913,108043,109367,111515,114712,117313,120007,122675,125471,128839,131676,132013
4,9,15,Hawaii,1,2,0,44300,44488,46500,48533,49654,51451,53092,55182,56237,58342,60039,61084,61190
4,9,15,Hawaii,1,2,1,16761,16734,17811,18732,18901,19142,19722,20180,19694,20060,20146,20084,20211
4,9,15,Hawaii,1,2,2,1159,1141,1155,1189,1198,1185,1240,1279,1281,1289,1367,1271,1302
4,9,15,Hawaii,1,2,3,664,661,725,835,838,882,926,995,986,1058,1126,1144,1187
4,9,15,Hawaii,1,2,4,6059,6097,6325,6506,6669,6926,6989,7160,7307,7463,7619,7678,7717
4,9,15,Hawaii,1,2,5,3084,3094,3331,3566,3716,3881,4073,4294,4521,4653,4681,4600,4622
4,9,15,Hawaii,1,2,6,16573,16761,17153,17705,18332,19435,20142,21274,22448,23819,25100,26307,26151
4,9,15,Hawaii,2,0,0,602846,603494,609189,616192,623753,636864,644813,652351,657185,665313,673075,679058,680729
4,9,15,Hawaii,2,0,1,145009,143763,145854,147966,150223,153947,156109,158428,158143,159683,160774,161163,160964
4,9,15,Hawaii,2,0,2,9098,8860,9780,10473,10363,10191,10153,9885,9334,9159,8995,8688,8781
4,9,15,Hawaii,2,0,3,1808,1728,1967,2091,2214,2256,2286,2362,2369,2377,2440,2311,2399
4,9,15,Hawaii,2,0,4,268089,269190,269473,270318,271634,275209,276561,277849,278523,279982,281584,283052,284411
4,9,15,Hawaii,2,0,5,57568,57801,58523,59496,60643,62227,63323,64187,65233,66321,67153,67935,68119
4,9,15,Hawaii,2,0,6,121274,122152,123592,125848,128676,133034,136381,139640,143583,147791,152129,155909,156055
4,9,15,Hawaii,2,1,0,559443,559993,564243,569682,575735,586929,593248,599210,602275,608324,614009,619300,620918
4,9,15,Hawaii,2,1,1,130501,129375,130797,132381,134157,137482,139297,141209,140801,141945,142503,142952,142650
4,9,15,Hawaii,2,1,2,8055,7841,8730,9378,9298,9091,8952,8729,8211,7991,7837,7561,7604
4,9,15,Hawaii,2,1,3,1246,1176,1330,1417,1454,1479,1486,1498,1459,1444,1418,1349,1407
4,9,15,Hawaii,2,1,4,261562,262624,262765,263402,264574,267902,269116,270231,270808,272013,273500,275032,276349
4,9,15,Hawaii,2,1,5,54421,54636,55147,55903,56878,58256,59187,59993,60814,61753,62568,63476,63648
4,9,15,Hawaii,2,1,6,103658,104341,105474,107201,109374,112719,115210,117550,120182,123178,126183,128930,129260
4,9,15,Hawaii,2,2,0,43403,43501,44946,46510,48018,49935,51565,53141,54910,56989,59066,59758,59811
4,9,15,Hawaii,2,2,1,14508,14388,15057,15585,16066,16465,16812,17219,17342,17738,18271,18211,18314
4,9,15,Hawaii,2,2,2,1043,1019,1050,1095,1065,1100,1201,1156,1123,1168,1158,1127,1177
4,9,15,Hawaii,2,2,3,562,552,637,674,760,777,800,864,910,933,1022,962,992
4,9,15,Hawaii,2,2,4,6527,6566,6708,6916,7060,7307,7445,7618,7715,7969,8084,8020,8062
4,9,15,Hawaii,2,2,5,3147,3165,3376,3593,3765,3971,4136,4194,4419,4568,4585,4459,4471
4,9,15,Hawaii,2,2,6,17616,17811,18118,18647,19302,20315,21171,22090,23401,24613,25946,26979,26795
4,8,16,Idaho,0,0,0,1293957,1299430,1319962,1340372,1363380,1391802,1428241,1468669,1505105,1534320,1554439,1567582,1571450
4,8,16,Idaho,0,0,1,1239176,1244029,1261313,1278798,1298524,1323502,1355373,1391427,1423152,1448715,1465210,1476097,1479357
4,8,16,Idaho,0,0,2,5925,5929,6582,7098,7577,8173,8832,9506,10175,10570,11104,10950,10988
4,8,16,Idaho,0,0,3,18440,18599,19163,19730,20275,20862,21810,22590,23482,24388,25096,25782,25854
4,8,16,Idaho,0,0,4,12368,12551,13124,13634,14456,15255,16326,17313,18439,19037,19666,20034,20134
4,8,16,Idaho,0,0,5,1467,1479,1656,1768,1854,1952,2100,2233,2467,2561,2700,2786,2777
4,8,16,Idaho,0,0,6,16581,16843,18124,19344,20694,22058,23800,25600,27390,29049,30663,31933,32340
4,8,16,Idaho,0,1,0,1192267,1196392,1210895,1225534,1242686,1264494,1292896,1323174,1349883,1370464,1383621,1391681,1394127
4,8,16,Idaho,0,1,1,1143388,1147078,1159297,1172004,1186779,1206173,1231398,1258723,1282193,1300432,1311213,1318281,1320319
4,8,16,Idaho,0,1,2,4994,4992,5543,5976,6414,6918,7438,7965,8450,8794,9190,8960,8974
4,8,16,Idaho,0,1,3,15933,15995,16153,16281,16357,16524,16845,17026,17226,17446,17566,17615,17654
4,8,16,Idaho,0,1,4,11874,12051,12564,12998,13768,14516,15471,16394,17363,17897,18408,18703,18806
4,8,16,Idaho,0,1,5,1235,1245,1381,1456,1518,1595,1709,1778,1980,2053,2181,2194,2192
4,8,16,Idaho,0,1,6,14843,15031,15957,16819,17850,18768,20035,21288,22671,23842,25063,25928,26182
4,8,16,Idaho,0,2,0,101690,103038,109067,114838,120694,127308,135345,145495,155222,163856,170818,175901,177323
4,8,16,Idaho,0,2,1,95788,96951,102016,106794,111745,117329,123975,132704,140959,148283,153997,157816,159038
4,8,16,Idaho,0,2,2,931,937,1039,1122,1163,1255,1394,1541,1725,1776,1914,1990,2014
4,8,16,Idaho,0,2,3,2507,2604,3010,3449,3918,4338,4965,5564,6256,6942,7530,8167,8200
4,8,16,Idaho,0,2,4,494,500,560,636,688,739,855,919,1076,1140,1258,1331,1328
4,8,16,Idaho,0,2,5,232,234,275,312,336,357,391,455,487,508,519,592,585
4,8,16,Idaho,0,2,6,1738,1812,2167,2525,2844,3290,3765,4312,4719,5207,5600,6005,6158
4,8,16,Idaho,1,0,0,648661,651446,661919,671686,683503,698616,716258,736565,754978,769528,779041,785324,787407
4,8,16,Idaho,1,0,1,621286,623756,632592,641017,651162,664568,679896,697936,714043,726836,734448,739628,741403
4,8,16,Idaho,1,0,2,3538,3544,3866,4093,4355,4704,5035,5511,5882,6098,6418,6352,6375
4,8,16,Idaho,1,0,3,9195,9280,9568,9859,10146,10431,10948,11405,11841,12257,12737,13024,13070
4,8,16,Idaho,1,0,4,5625,5704,5988,6177,6567,6926,7438,7874,8296,8568,8824,8974,9020
4,8,16,Idaho,1,0,5,798,807,877,941,986,1051,1126,1192,1317,1331,1431,1487,1482
4,8,16,Idaho,1,0,6,8219,8355,9028,9599,10287,10936,11815,12647,13599,14438,15183,15859,16057
4,8,16,Idaho,1,1,0,594099,596170,603624,610388,619228,630932,644557,659799,673426,683769,689918,693717,695034
4,8,16,Idaho,1,1,1,569757,571618,577916,583818,591461,601980,614017,627766,639775,649061,653968,657322,658433
4,8,16,Idaho,1,1,2,3028,3030,3298,3499,3731,4018,4309,4700,4974,5164,5420,5292,5305
4,8,16,Idaho,1,1,3,7899,7930,8027,8085,8138,8205,8381,8485,8604,8680,8766,8757,8780
4,8,16,Idaho,1,1,4,5367,5443,5691,5846,6201,6554,6995,7390,7753,7977,8181,8291,8340
4,8,16,Idaho,1,1,5,670,679,737,782,824,859,918,959,1057,1064,1157,1172,1170
4,8,16,Idaho,1,1,6,7378,7470,7955,8358,8873,9316,9937,10499,11263,11823,12426,12883,13006
4,8,16,Idaho,1,2,0,54562,55276,58295,61298,64275,67684,71701,76766,81552,85759,89123,91607,92373
4,8,16,Idaho,1,2,1,51529,52138,54676,57199,59701,62588,65879,70170,74268,77775,80480,82306,82970
4,8,16,Idaho,1,2,2,510,514,568,594,624,686,726,811,908,934,998,1060,1070
4,8,16,Idaho,1,2,3,1296,1350,1541,1774,2008,2226,2567,2920,3237,3577,3971,4267,4290
4,8,16,Idaho,1,2,4,258,261,297,331,366,372,443,484,543,591,643,683,680
4,8,16,Idaho,1,2,5,128,128,140,159,162,192,208,233,260,267,274,315,312
4,8,16,Idaho,1,2,6,841,885,1073,1241,1414,1620,1878,2148,2336,2615,2757,2976,3051
4,8,16,Idaho,2,0,0,645296,647984,658043,668686,679877,693186,711983,732104,750127,764792,775398,782258,784043
4,8,16,Idaho,2,0,1,617890,620273,628721,637781,647362,658934,675477,693491,709109,721879,730762,736469,737954
4,8,16,Idaho,2,0,2,2387,2385,2716,3005,3222,3469,3797,3995,4293,4472,4686,4598,4613
4,8,16,Idaho,2,0,3,9245,9319,9595,9871,10129,10431,10862,11185,11641,12131,12359,12758,12784
4,8,16,Idaho,2,0,4,6743,6847,7136,7457,7889,8329,8888,9439,10143,10469,10842,11060,11114
4,8,16,Idaho,2,0,5,669,672,779,827,868,901,974,1041,1150,1230,1269,1299,1295
4,8,16,Idaho,2,0,6,8362,8488,9096,9745,10407,11122,11985,12953,13791,14611,15480,16074,16283
4,8,16,Idaho,2,1,0,598168,600222,607271,615146,623458,633562,648339,663375,676457,686695,693703,697964,699093
4,8,16,Idaho,2,1,1,573631,575460,581381,588186,595318,604193,617381,630957,642418,651371,657245,660959,661886
4,8,16,Idaho,2,1,2,1966,1962,2245,2477,2683,2900,3129,3265,3476,3630,3770,3668,3669
4,8,16,Idaho,2,1,3,8034,8065,8126,8196,8219,8319,8464,8541,8622,8766,8800,8858,8874
4,8,16,Idaho,2,1,4,6507,6608,6873,7152,7567,7962,8476,9004,9610,9920,10227,10412,10466
4,8,16,Idaho,2,1,5,565,566,644,674,694,736,791,819,923,989,1024,1022,1022
4,8,16,Idaho,2,1,6,7465,7561,8002,8461,8977,9452,10098,10789,11408,12019,12637,13045,13176
4,8,16,Idaho,2,2,0,47128,47762,50772,53540,56419,59624,63644,68729,73670,78097,81695,84294,84950
4,8,16,Idaho,2,2,1,44259,44813,47340,49595,52044,54741,58096,62534,66691,70508,73517,75510,76068
4,8,16,Idaho,2,2,2,421,423,471,528,539,569,668,730,817,842,916,930,944
4,8,16,Idaho,2,2,3,1211,1254,1469,1675,1910,2112,2398,2644,3019,3365,3559,3900,3910
4,8,16,Idaho,2,2,4,236,239,263,305,322,367,412,435,533,549,615,648,648
4,8,16,Idaho,2,2,5,104,106,135,153,174,165,183,222,227,241,245,277,273
4,8,16,Idaho,2,2,6,897,927,1094,1284,1430,1670,1887,2164,2383,2592,2843,3029,3107
2,3,17,Illinois,0,0,0,12419927,12434161,12488445,12525556,12556006,12589773,12609903,12643955,12695866,12747038,12796778,12830632,12843166
2,3,17,Illinois,0,0,1,9922146,9926774,9950330,9959242,9964017,9970145,9964479,9967930,9986807,10005771,10021665,10030587,10035802
2,3,17,Illinois,0,0,2,1901825,1904071,1905312,1904805,1902184,1901496,1898861,1898778,1898664,1899301,1901265,1903458,1906506
2,3,17,Illinois,0,0,3,36554,37313,40510,43515,46808,50305,53745,57498,61312,65428,70322,73846,74173
2,3,17,Illinois,0,0,4,435447,440259,458224,475938,492522,508408,524593,542040,560914,577412,593539,604399,607348
2,3,17,Illinois,0,0,5,7316,7367,7448,7439,7417,7458,7478,7441,7487,7514,7505,7436,7487
2,3,17,Illinois,0,0,6,116639,118377,126621,134617,143058,151961,160747,170268,180682,191612,202482,210906,211850
2,3,17,Illinois,0,1,0,10889607,10889996,10886912,10872256,10854083,10842501,10817754,10803728,10806239,10805690,10806223,10803054,10804111
2,3,17,Illinois,0,1,1,8471169,8463959,8437752,8402531,8366970,8336546,8295679,8261379,8241479,8220384,8199983,8181822,8176300
2,3,17,Illinois,0,1,2,1864781,1866478,1865851,1863590,1859004,1856036,1850776,1847829,1844713,1841980,1840178,1839360,1841965
2,3,17,Illinois,0,1,3,18716,18665,18810,18789,18758,18980,19009,19037,19102,19111,19146,19120,19204
2,3,17,Illinois,0,1,4,428158,432829,450338,467515,483553,498762,514077,530708,548686,564266,579422,589514,592382
2,3,17,Illinois,0,1,5,3273,3288,3361,3358,3311,3324,3290,3287,3280,3268,3214,3163,3197
2,3,17,Illinois,0,1,6,103510,104777,110800,116473,122487,128853,134923,141488,148979,156681,164280,170075,171063
2,3,17,Illinois,0,2,0,1530320,1544165,1601533,1653300,1701923,1747272,1792149,1840227,1889627,1941348,1990555,2027578,2039055
2,3,17,Illinois,0,2,1,1450977,1462815,1512578,1556711,1597047,1633599,1668800,1706551,1745328,1785387,1821682,1848765,1859502
2,3,17,Illinois,0,2,2,37044,37593,39461,41215,43180,45460,48085,50949,53951,57321,61087,64098,64541
2,3,17,Illinois,0,2,3,17838,18648,21700,24726,28050,31325,34736,38461,42210,46317,51176,54726,54969
2,3,17,Illinois,0,2,4,7289,7430,7886,8423,8969,9646,10516,11332,12228,13146,14117,14885,14966
2,3,17,Illinois,0,2,5,4043,4079,4087,4081,4106,4134,4188,4154,4207,4246,4291,4273,4290
2,3,17,Illinois,0,2,6,13129,13600,15821,18144,20571,23108,25824,28780,31703,34931,38202,40831,40787
2,3,17,Illinois,1,0,0,6080643,6088884,6118002,6137659,6153147,6175564,6186072,6203933,6228289,6253501,6276055,6292276,6299799
2,3,17,Illinois,1,0,1,4895550,4898989,4913850,4919940,4923808,4931526,4929581,4932484,4941549,4951837,4958776,4962981,4966684
2,3,17,Illinois,1,0,2,891775,892976,893196,893042,891227,891889,890888,890970,890313,890153,890651,891676,893343
2,3,17,Illinois,1,0,3,18628,19009,20687,22110,23798,25689,27430,29366,31433,33731,36281,38409,38589
2,3,17,Illinois,1,0,4,213743,216061,224334,232611,240231,247812,255123,263382,272147,279427,286707,291491,292930
2,3,17,Illinois,1,0,5,3686,3714,3779,3793,3775,3854,3855,3836,3852,3875,3867,3823,3848
2,3,17,Illinois,1,0,6,57261,58135,62156,66163,70308,74794,79195,83895,88995,94478,99773,103896,104405
